Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,03-01-2020
Western Australia,Australia,2020-01-01,2,1,0,-31.9505,115.8605,03-03-2020
,Brazil,2020-01-01,2,0,0,-14.2350,-51.9253,03-03-2020
,Egypt,2020-01-01,2,0,1,26.0000,30.0000,03-03-2020
,Estonia,2020-01-01,2,0,0,58.5953,25.0136,03-03-2020
,Indonesia,2020-01-01,2,0,0,-0.7893,113.9213,03-03-2020
,Ireland,2020-01-01,2,0,0,53.1424,-7.6921,03-03-2020
,Portugal,2020-01-01,2,0,0,39.3999,-8.2245,03-03-2020
,Senegal,2020-01-01,2,0,0,14.4974,-14.4524,03-03-2020
"Fulton County, GA",United States,2020-01-01,2,0,0,33.8034,-84.3963,03-03-2020
"Grafton County, NH",United States,2020-01-01,2,0,0,43.9088,-71.8260,03-03-2020
"Hillsborough, FL",United States,2020-01-01,2,0,0,27.9904,-82.3018,03-03-2020
"Providence, RI",United States,2020-01-01,2,0,0,41.8240,-71.4128,03-03-2020
"Sacramento County, CA",United States,2020-01-01,2,0,0,38.4747,-121.3542,03-03-2020
"San Benito, CA",United States,2020-01-01,2,0,0,36.5761,-120.9876,03-03-2020
"San Diego County, CA",United States,2020-01-01,2,0,1,32.7157,-117.1611,03-03-2020
"San Mateo, CA",United States,2020-01-01,2,0,0,37.5630,-122.3255,03-03-2020
"Washington County, OR",United States,2020-01-01,2,0,0,45.5470,-123.1386,03-03-2020
,Afghanistan,2020-01-01,1,0,0,33.0000,65.0000,03-03-2020
,Andorra,2020-01-01,1,0,0,42.5063,1.5218,03-03-2020
,Argentina,2020-01-01,1,0,0,-38.4161,-63.6167,03-03-2020
,Armenia,2020-01-01,1,0,0,40.0691,45.0382,03-03-2020
Tasmania,Australia,2020-01-01,1,0,0,-41.4545,145.9707,03-03-2020
,Belarus,2020-01-01,1,0,0,53.7098,27.9534,03-03-2020
,Cambodia,2020-01-01,1,0,1,11.5500,104.9167,03-03-2020
" Montreal, QC",Canada,2020-01-01,1,0,0,45.5017,-73.5673,03-03-2020
"London, ON",Canada,2020-01-01,1,0,1,42.9849,-81.2453,03-03-2020
,Chile,2020-01-01,1,0,0,-35.6751,-71.5430,03-03-2020
,Dominican Republic,2020-01-01,1,0,0,18.7357,-70.1627,03-03-2020
,Jordan,2020-01-01,1,0,0,31.2400,36.5100,03-03-2020
,Latvia,2020-01-01,1,0,0,56.8796,24.6032,03-03-2020
,Lithuania,2020-01-01,1,0,0,55.1694,23.8813,03-03-2020
,Luxembourg,2020-01-01,1,0,0,49.8144,6.1317,03-03-2020
Tibet,China,2020-01-01,1,0,1,31.6927,88.0924,03-03-2020
,Monaco,2020-01-01,1,0,0,43.7333,7.4167,03-03-2020
,Morocco,2020-01-01,1,0,0,31.7917,-7.0926,03-03-2020
,Nepal,2020-01-01,1,0,1,28.1667,84.2500,03-03-2020
,New Zealand,2020-01-01,1,0,0,-40.9006,174.8860,03-03-2020
,Nigeria,2020-01-01,1,0,0,9.0820,8.6753,03-03-2020
,Macedonia,2020-01-01,1,0,0,41.6086,21.7453,03-03-2020
,Saudi Arabia,2020-01-01,1,0,0,24.0000,45.0000,03-03-2020
,Sri Lanka,2020-01-01,1,0,1,7.0000,81.0000,03-03-2020
" Norfolk County, MA",United States,2020-01-01,1,0,0,42.1767,-71.1449,03-03-2020
"Berkeley, CA",United States,2020-01-01,1,0,0,37.8715,-122.2730,03-03-2020
"Boston, MA",United States,2020-01-01,1,0,1,42.3601,-71.0589,03-03-2020
"Humboldt County, CA",United States,2020-01-01,1,0,0,40.7450,-123.8695,03-03-2020
"Los Angeles, CA",United States,2020-01-01,1,0,0,34.0522,-118.2437,03-03-2020
"Madison, WI",United States,2020-01-01,1,0,1,43.0731,-89.4012,03-03-2020
"Maricopa County, AZ",United States,2020-01-01,1,0,0,33.2918,-112.4291,03-03-2020
"New York City, NY",United States,2020-01-01,1,0,0,40.7128,-74.0060,03-03-2020
"Orange, CA",United States,2020-01-01,1,0,0,33.7879,-117.8531,03-03-2020
"Placer County, CA",United States,2020-01-01,1,0,0,39.0916,-120.8039,03-03-2020
"San Antonio, TX",United States,2020-01-01,1,0,0,29.4241,-98.4936,03-03-2020
"Sarasota, FL",United States,2020-01-01,1,0,0,27.3364,-82.5307,03-03-2020
"Sonoma County, CA",United States,2020-01-01,1,0,0,38.5780,-122.9888,03-03-2020
"Tempe, AZ",United States,2020-01-01,1,0,1,33.4255,-111.9400,03-03-2020
"Umatilla, OR",United States,2020-01-01,1,0,0,45.7750,-118.7606,03-03-2020
"Wake County, NC",United States,2020-01-01,1,0,0,35.8032,-78.5661,03-03-2020
"Westchester County, NY",United States,2020-01-01,1,0,0,41.1220,-73.7949,03-03-2020
,Ukraine,2020-01-01,1,0,0,48.3794,31.1656,03-03-2020
From Diamond Princess,Australia,2020-01-01,0,0,0,35.4437,139.6380,03-03-2020
"Lackland, TX (From Diamond Princess)",United States,2020-01-01,0,0,0,29.3829,-98.6134,03-03-2020
"Omaha, NE (From Diamond Princess)",United States,2020-01-01,0,0,0,41.2545,-95.9758,03-03-2020
"Travis, CA (From Diamond Princess)",United States,2020-01-01,0,0,0,38.2721,-121.9399,03-03-2020
Hubei,China,2020-01-01,67332,2871,38557,30.9756,112.2707,03-04-2020
,South Korea,2020-01-01,5621,35,41,36.0000,128.0000,03-04-2020
,Italy,2020-01-01,3089,107,276,43.0000,12.0000,03-04-2020
,Iran,2020-01-01,2922,92,552,32.0000,53.0000,03-04-2020
Guangdong,China,2020-01-01,1350,7,1133,23.3417,113.4244,03-04-2020
Henan,China,2020-01-01,1272,22,1234,33.8820,113.6140,03-04-2020
Zhejiang,China,2020-01-01,1213,1,1114,29.1832,120.0934,03-04-2020
Hunan,China,2020-01-01,1018,4,916,27.6104,111.7088,03-04-2020
Anhui,China,2020-01-01,990,6,956,31.8257,117.2264,03-04-2020
Jiangxi,China,2020-01-01,935,1,884,27.6140,115.7221,03-04-2020
Shandong,China,2020-01-01,758,6,516,36.3427,118.1498,03-04-2020
Diamond Princess cruise ship,China,2020-01-01,706,6,10,35.4437,139.6380,03-04-2020
Jiangsu,China,2020-01-01,631,0,577,32.9711,119.4550,03-04-2020
Chongqing,China,2020-01-01,576,6,502,30.0572,107.8740,03-04-2020
Sichuan,China,2020-01-01,538,3,406,30.6171,102.7103,03-04-2020
Heilongjiang,China,2020-01-01,480,13,373,47.8620,127.7615,03-04-2020
Beijing,China,2020-01-01,418,8,297,40.1824,116.4142,03-04-2020
Shanghai,China,2020-01-01,338,3,298,31.2020,121.4491,03-04-2020
,Japan,2020-01-01,331,6,43,36.0000,138.0000,03-04-2020
Hebei,China,2020-01-01,318,6,301,38.0428,114.5149,03-04-2020
Fujian,China,2020-01-01,296,1,270,26.0789,117.9874,03-04-2020
,France,2020-01-01,285,4,12,47.0000,2.0000,03-04-2020
,Germany,2020-01-01,262,0,16,51.0000,9.0000,03-04-2020
Guangxi,China,2020-01-01,252,2,210,23.8298,108.7881,03-04-2020
Shaanxi,China,2020-01-01,245,1,223,35.1917,108.8701,03-04-2020
,Spain,2020-01-01,222,2,2,40.0000,-4.0000,03-04-2020
Yunnan,China,2020-01-01,174,2,169,24.9740,101.4870,03-04-2020
Hainan,China,2020-01-01,168,5,158,19.1959,109.7453,03-04-2020
Guizhou,China,2020-01-01,146,2,114,26.8154,106.8748,03-04-2020
Tianjin,China,2020-01-01,136,3,124,39.3054,117.3230,03-04-2020
Shanxi,China,2020-01-01,133,0,124,37.5777,112.2922,03-04-2020
Liaoning,China,2020-01-01,125,1,106,41.2956,122.6085,03-04-2020
,Singapore,2020-01-01,110,0,78,1.2833,103.8333,03-04-2020
Hong Kong,Hong Kong,2020-01-01,105,2,37,22.3000,114.2000,03-04-2020
Jilin,China,2020-01-01,93,1,86,43.6661,126.1923,03-04-2020
Gansu,China,2020-01-01,91,2,87,36.0611,103.8343,03-04-2020
,Switzerland,2020-01-01,90,0,3,46.8182,8.2275,03-04-2020
,United Kingdom,2020-01-01,85,0,8,55.0000,-3.0000,03-04-2020
Xinjiang,China,2020-01-01,76,3,69,41.1129,85.2401,03-04-2020
Inner Mongolia,China,2020-01-01,75,1,63,44.0935,113.9448,03-04-2020
Ningxia,China,2020-01-01,75,0,69,37.2692,106.1655,03-04-2020
,Kuwait,2020-01-01,56,0,0,29.5000,47.7500,03-04-2020
,Norway,2020-01-01,56,0,0,60.4720,8.4689,03-04-2020
,Bahrain,2020-01-01,52,0,0,26.0275,50.5500,03-04-2020
,Malaysia,2020-01-01,50,0,22,2.5000,112.5000,03-04-2020
Unassigned Location (From Diamond Princess),United States,2020-01-01,45,0,0,35.4437,139.6380,03-04-2020
,Thailand,2020-01-01,43,1,31,15.0000,101.0000,03-04-2020
Taiwan,Taiwan,2020-01-01,42,1,12,23.7000,121.0000,03-04-2020
,Netherlands,2020-01-01,38,0,0,52.1326,5.2913,03-04-2020
,Iraq,2020-01-01,35,2,0,33.0000,44.0000,03-04-2020
,Sweden,2020-01-01,35,0,0,63.0000,16.0000,03-04-2020
"King County, WA",United States,2020-01-01,31,9,1,47.5480,-121.9836,03-04-2020
,Austria,2020-01-01,29,0,0,47.5162,14.5501,03-04-2020
,India,2020-01-01,28,0,3,21.0000,78.0000,03-04-2020
,United Arab Emirates,2020-01-01,27,0,5,24.0000,54.0000,03-04-2020
,Iceland,2020-01-01,26,0,0,64.9631,-19.0208,03-04-2020
,Belgium,2020-01-01,23,0,1,50.8333,4.0000,03-04-2020
New South Wales,Australia,2020-01-01,22,1,4,-33.8688,151.2093,03-04-2020
"Toronto, ON",Canada,2020-01-01,19,0,2,43.6532,-79.3832,03-04-2020
Qinghai,China,2020-01-01,18,0,18,35.7452,95.9956,03-04-2020
,San Marino,2020-01-01,16,1,0,43.9424,12.4578,03-04-2020
,Vietnam,2020-01-01,16,0,16,16.0000,108.0000,03-04-2020
,Israel,2020-01-01,15,0,1,31.0000,35.0000,03-04-2020
,Oman,2020-01-01,15,0,2,21.0000,57.0000,03-04-2020
,Lebanon,2020-01-01,13,0,1,33.8547,35.8623,03-04-2020
,Algeria,2020-01-01,12,0,0,28.0339,1.6596,03-04-2020
British Columbia,Canada,2020-01-01,12,0,3,49.2827,-123.1207,03-04-2020
Queensland,Australia,2020-01-01,11,0,1,-28.0167,153.4000,03-04-2020
"Santa Clara, CA",United States,2020-01-01,11,0,1,37.3541,-121.9552,03-04-2020
Victoria,Australia,2020-01-01,10,0,4,-37.8136,144.9631,03-04-2020
,Croatia,2020-01-01,10,0,0,45.1667,15.5000,03-04-2020
,Denmark,2020-01-01,10,0,0,56.2639,9.5018,03-04-2020
,Ecuador,2020-01-01,10,0,0,-1.8312,-78.1834,03-04-2020
Macau,Macau,2020-01-01,10,0,9,22.1667,113.5500,03-04-2020
"Westchester County, NY",United States,2020-01-01,10,0,0,41.1220,-73.7949,03-04-2020
,Greece,2020-01-01,9,0,0,39.0742,21.8243,03-04-2020
,Czech Republic,2020-01-01,8,0,0,49.8175,15.4730,03-04-2020
,Qatar,2020-01-01,8,0,0,25.3548,51.1839,03-04-2020
"Snohomish County, WA",United States,2020-01-01,8,1,0,48.0330,-121.8339,03-04-2020
"Los Angeles, CA",United States,2020-01-01,7,0,0,34.0522,-118.2437,03-04-2020
,Belarus,2020-01-01,6,0,0,53.7098,27.9534,03-04-2020
,Finland,2020-01-01,6,0,1,64.0000,26.0000,03-04-2020
,Ireland,2020-01-01,6,0,0,53.1424,-7.6921,03-04-2020
South Australia,Australia,2020-01-01,5,0,2,-34.9285,138.6007,03-04-2020
,Mexico,2020-01-01,5,0,1,23.0000,-102.0000,03-04-2020
,Pakistan,2020-01-01,5,0,0,30.3753,69.3451,03-04-2020
,Portugal,2020-01-01,5,0,0,39.3999,-8.2245,03-04-2020
,Brazil,2020-01-01,4,0,0,-14.2350,-51.9253,03-04-2020
,Romania,2020-01-01,4,0,1,46.0000,25.0000,03-04-2020
,Senegal,2020-01-01,4,0,0,14.4974,-14.4524,03-04-2020
"Cook County, IL",United States,2020-01-01,4,0,2,41.7377,-87.6976,03-04-2020
,Azerbaijan,2020-01-01,3,0,0,40.1431,47.5769,03-04-2020
,Georgia,2020-01-01,3,0,0,42.3154,43.3569,03-04-2020
,New Zealand,2020-01-01,3,0,0,-40.9006,174.8860,03-04-2020
,Philippines,2020-01-01,3,1,1,13.0000,122.0000,03-04-2020
,Russia,2020-01-01,3,0,2,60.0000,90.0000,03-04-2020
,France,2020-01-01,3,0,0,17.9000,-62.8333,03-04-2020
"Orange County, CA",United States,2020-01-01,3,0,0,33.7879,-117.8531,03-04-2020
Western Australia,Australia,2020-01-01,2,1,0,-31.9505,115.8605,03-04-2020
,Egypt,2020-01-01,2,0,1,26.0000,30.0000,03-04-2020
,Estonia,2020-01-01,2,0,0,58.5953,25.0136,03-04-2020
,Hungary,2020-01-01,2,0,0,47.1625,19.5033,03-04-2020
,Indonesia,2020-01-01,2,0,0,-0.7893,113.9213,03-04-2020
"Fulton County, GA",United States,2020-01-01,2,0,0,33.8034,-84.3963,03-04-2020
"Grafton County, NH",United States,2020-01-01,2,0,0,43.9088,-71.8260,03-04-2020
"Hillsborough, FL",United States,2020-01-01,2,0,0,27.9904,-82.3018,03-04-2020
"Placer County, CA",United States,2020-01-01,2,1,0,39.0916,-120.8039,03-04-2020
"Providence, RI",United States,2020-01-01,2,0,0,41.8240,-71.4128,03-04-2020
"Sacramento County, CA",United States,2020-01-01,2,0,0,38.4747,-121.3542,03-04-2020
"San Benito, CA",United States,2020-01-01,2,0,0,36.5761,-120.9876,03-04-2020
"San Diego County, CA",United States,2020-01-01,2,0,1,32.7157,-117.1611,03-04-2020
"San Mateo, CA",United States,2020-01-01,2,0,0,37.5630,-122.3255,03-04-2020
"Washington County, OR",United States,2020-01-01,2,0,0,45.5470,-123.1386,03-04-2020
,Afghanistan,2020-01-01,1,0,0,33.0000,65.0000,03-04-2020
,Andorra,2020-01-01,1,0,0,42.5063,1.5218,03-04-2020
,Argentina,2020-01-01,1,0,0,-38.4161,-63.6167,03-04-2020
,Armenia,2020-01-01,1,0,0,40.0691,45.0382,03-04-2020
Northern Territory,Australia,2020-01-01,1,0,0,-12.4634,130.8456,03-04-2020
Tasmania,Australia,2020-01-01,1,0,0,-41.4545,145.9707,03-04-2020
,Cambodia,2020-01-01,1,0,1,11.5500,104.9167,03-04-2020
" Montreal, QC",Canada,2020-01-01,1,0,0,45.5017,-73.5673,03-04-2020
"London, ON",Canada,2020-01-01,1,0,1,42.9849,-81.2453,03-04-2020
,Chile,2020-01-01,1,0,0,-35.6751,-71.5430,03-04-2020
,Dominican Republic,2020-01-01,1,0,0,18.7357,-70.1627,03-04-2020
,Faroe Islands,2020-01-01,1,0,0,61.8926,-6.9118,03-04-2020
,Gibraltar,2020-01-01,1,0,0,36.1408,-5.3536,03-04-2020
,Jordan,2020-01-01,1,0,0,31.2400,36.5100,03-04-2020
,Latvia,2020-01-01,1,0,0,56.8796,24.6032,03-04-2020
,Liechtenstein,2020-01-01,1,0,0,47.1400,9.5500,03-04-2020
,Lithuania,2020-01-01,1,0,0,55.1694,23.8813,03-04-2020
,Luxembourg,2020-01-01,1,0,0,49.8144,6.1317,03-04-2020
Tibet,China,2020-01-01,1,0,1,31.6927,88.0924,03-04-2020
,Monaco,2020-01-01,1,0,0,43.7333,7.4167,03-04-2020
,Morocco,2020-01-01,1,0,0,31.7917,-7.0926,03-04-2020
,Nepal,2020-01-01,1,0,1,28.1667,84.2500,03-04-2020
,Nigeria,2020-01-01,1,0,0,9.0820,8.6753,03-04-2020
,Macedonia,2020-01-01,1,0,0,41.6086,21.7453,03-04-2020
,Poland,2020-01-01,1,0,0,51.9194,19.1451,03-04-2020
,Saudi Arabia,2020-01-01,1,0,0,24.0000,45.0000,03-04-2020
,Sri Lanka,2020-01-01,1,0,1,7.0000,81.0000,03-04-2020
,Tunisia,2020-01-01,1,0,0,34.0000,9.0000,03-04-2020
" Norfolk County, MA",United States,2020-01-01,1,0,0,42.1767,-71.1449,03-04-2020
"Berkeley, CA",United States,2020-01-01,1,0,0,37.8715,-122.2730,03-04-2020
"Boston, MA",United States,2020-01-01,1,0,1,42.3601,-71.0589,03-04-2020
"Contra Costa County, CA",United States,2020-01-01,1,0,0,37.8534,-121.9018,03-04-2020
"Humboldt County, CA",United States,2020-01-01,1,0,0,40.7450,-123.8695,03-04-2020
"Madison, WI",United States,2020-01-01,1,0,1,43.0731,-89.4012,03-04-2020
"Maricopa County, AZ",United States,2020-01-01,1,0,0,33.2918,-112.4291,03-04-2020
"New York City, NY",United States,2020-01-01,1,0,0,40.7128,-74.0060,03-04-2020
"San Antonio, TX",United States,2020-01-01,1,0,0,29.4241,-98.4936,03-04-2020
"Sarasota, FL",United States,2020-01-01,1,0,0,27.3364,-82.5307,03-04-2020
"Sonoma County, CA",United States,2020-01-01,1,0,0,38.5780,-122.9888,03-04-2020
"Tempe, AZ",United States,2020-01-01,1,0,1,33.4255,-111.9400,03-04-2020
"Umatilla, OR",United States,2020-01-01,1,0,0,45.7750,-118.7606,03-04-2020
"Wake County, NC",United States,2020-01-01,1,0,0,35.8032,-78.5661,03-04-2020
,Ukraine,2020-01-01,1,0,0,48.3794,31.1656,03-04-2020
From Diamond Princess,Australia,2020-01-01,0,0,0,35.4437,139.6380,03-04-2020
"Lackland, TX (From Diamond Princess)",United States,2020-01-01,0,0,0,29.3829,-98.6134,03-04-2020
"Omaha, NE (From Diamond Princess)",United States,2020-01-01,0,0,0,41.2545,-95.9758,03-04-2020
"Travis, CA (From Diamond Princess)",United States,2020-01-01,0,0,0,38.2721,-121.9399,03-04-2020
Hubei,China,2020-01-01,67466,2902,40592,30.9756,112.2707,03-05-2020
,South Korea,2020-01-01,6088,35,41,36.0000,128.0000,03-05-2020
,Italy,2020-01-01,3858,148,414,43.0000,12.0000,03-05-2020
,Iran,2020-01-01,3513,107,739,32.0000,53.0000,03-05-2020
Guangdong,China,2020-01-01,1351,7,1181,23.3417,113.4244,03-05-2020
Henan,China,2020-01-01,1272,22,1239,33.8820,113.6140,03-05-2020
Zhejiang,China,2020-01-01,1215,1,1124,29.1832,120.0934,03-05-2020
Hunan,China,2020-01-01,1018,4,938,27.6104,111.7088,03-05-2020
Anhui,China,2020-01-01,990,6,970,31.8257,117.2264,03-05-2020
Jiangxi,China,2020-01-01,935,1,901,27.6140,115.7221,03-05-2020
Shandong,China,2020-01-01,758,6,578,36.3427,118.1498,03-05-2020
Diamond Princess cruise ship,China,2020-01-01,706,6,10,35.4437,139.6380,03-05-2020
Jiangsu,China,2020-01-01,631,0,583,32.9711,119.4550,03-05-2020
Chongqing,China,2020-01-01,576,6,512,30.0572,107.8740,03-05-2020
Sichuan,China,2020-01-01,539,3,425,30.6171,102.7103,03-05-2020
,Germany,2020-01-01,482,0,16,51.0000,9.0000,03-05-2020
Heilongjiang,China,2020-01-01,481,13,379,47.8620,127.7615,03-05-2020
Beijing,China,2020-01-01,418,8,297,40.1824,116.4142,03-05-2020
,France,2020-01-01,377,6,12,47.0000,2.0000,03-05-2020
,Japan,2020-01-01,360,6,43,36.0000,138.0000,03-05-2020
Shanghai,China,2020-01-01,339,3,303,31.2020,121.4491,03-05-2020
Hebei,China,2020-01-01,318,6,304,38.0428,114.5149,03-05-2020
Fujian,China,2020-01-01,296,1,277,26.0789,117.9874,03-05-2020
,Spain,2020-01-01,259,3,2,40.0000,-4.0000,03-05-2020
Guangxi,China,2020-01-01,252,2,214,23.8298,108.7881,03-05-2020
Shaanxi,China,2020-01-01,245,1,224,35.1917,108.8701,03-05-2020
Yunnan,China,2020-01-01,174,2,169,24.9740,101.4870,03-05-2020
Hainan,China,2020-01-01,168,6,158,19.1959,109.7453,03-05-2020
Guizhou,China,2020-01-01,146,2,114,26.8154,106.8748,03-05-2020
Tianjin,China,2020-01-01,136,3,128,39.3054,117.3230,03-05-2020
Shanxi,China,2020-01-01,133,0,126,37.5777,112.2922,03-05-2020
Liaoning,China,2020-01-01,125,1,106,41.2956,122.6085,03-05-2020
,Singapore,2020-01-01,117,0,78,1.2833,103.8333,03-05-2020
,United Kingdom,2020-01-01,115,1,8,55.0000,-3.0000,03-05-2020
,Switzerland,2020-01-01,114,1,3,46.8182,8.2275,03-05-2020
Hong Kong,Hong Kong,2020-01-01,105,2,43,22.3000,114.2000,03-05-2020
Gansu,China,2020-01-01,102,2,87,36.0611,103.8343,03-05-2020
,Sweden,2020-01-01,94,0,0,63.0000,16.0000,03-05-2020
Jilin,China,2020-01-01,93,1,88,43.6661,126.1923,03-05-2020
,Norway,2020-01-01,87,0,0,60.4720,8.4689,03-05-2020
,Netherlands,2020-01-01,82,0,0,52.1326,5.2913,03-05-2020
Xinjiang,China,2020-01-01,76,3,70,41.1129,85.2401,03-05-2020
Inner Mongolia,China,2020-01-01,75,1,65,44.0935,113.9448,03-05-2020
Ningxia,China,2020-01-01,75,0,69,37.2692,106.1655,03-05-2020
,Kuwait,2020-01-01,58,0,0,29.5000,47.7500,03-05-2020
,Bahrain,2020-01-01,55,0,0,26.0275,50.5500,03-05-2020
"King County, WA",United States,2020-01-01,51,10,1,47.5480,-121.9836,03-05-2020
,Belgium,2020-01-01,50,0,1,50.8333,4.0000,03-05-2020
,Malaysia,2020-01-01,50,0,22,2.5000,112.5000,03-05-2020
,Thailand,2020-01-01,47,1,31,15.0000,101.0000,03-05-2020
Unassigned Location (From Diamond Princess),United States,2020-01-01,45,0,0,35.4437,139.6380,03-05-2020
Taiwan,Taiwan,2020-01-01,44,1,12,23.7000,121.0000,03-05-2020
,Austria,2020-01-01,41,0,0,47.5162,14.5501,03-05-2020
,Iraq,2020-01-01,35,2,0,33.0000,44.0000,03-05-2020
,Iceland,2020-01-01,34,0,0,64.9631,-19.0208,03-05-2020
,Greece,2020-01-01,31,0,0,39.0742,21.8243,03-05-2020
,India,2020-01-01,30,0,3,21.0000,78.0000,03-05-2020
,United Arab Emirates,2020-01-01,29,0,5,24.0000,54.0000,03-05-2020
New South Wales,Australia,2020-01-01,22,1,4,-33.8688,151.2093,03-05-2020
"Toronto, ON",Canada,2020-01-01,21,0,2,43.6532,-79.3832,03-05-2020
,San Marino,2020-01-01,21,1,0,43.9424,12.4578,03-05-2020
"Santa Clara, CA",United States,2020-01-01,20,0,1,37.3541,-121.9552,03-05-2020
Qinghai,China,2020-01-01,18,0,18,35.7452,95.9956,03-05-2020
"Snohomish County, WA",United States,2020-01-01,18,1,0,48.0330,-121.8339,03-05-2020
"Westchester County, NY",United States,2020-01-01,18,0,0,41.1220,-73.7949,03-05-2020
,Israel,2020-01-01,16,0,1,31.0000,35.0000,03-05-2020
,Lebanon,2020-01-01,16,0,1,33.8547,35.8623,03-05-2020
,Oman,2020-01-01,16,0,2,21.0000,57.0000,03-05-2020
,Vietnam,2020-01-01,16,0,16,16.0000,108.0000,03-05-2020
Queensland,Australia,2020-01-01,13,0,8,-28.0167,153.4000,03-05-2020
British Columbia,Canada,2020-01-01,13,0,3,49.2827,-123.1207,03-05-2020
,Ecuador,2020-01-01,13,0,0,-1.8312,-78.1834,03-05-2020
,Algeria,2020-01-01,12,0,0,28.0339,1.6596,03-05-2020
,Czech Republic,2020-01-01,12,0,0,49.8175,15.4730,03-05-2020
,Finland,2020-01-01,12,0,1,64.0000,26.0000,03-05-2020
"Los Angeles, CA",United States,2020-01-01,11,0,0,34.0522,-118.2437,03-05-2020
Victoria,Australia,2020-01-01,10,0,7,-37.8136,144.9631,03-05-2020
,Croatia,2020-01-01,10,0,0,45.1667,15.5000,03-05-2020
,Denmark,2020-01-01,10,0,0,56.2639,9.5018,03-05-2020
Macau,Macau,2020-01-01,10,0,9,22.1667,113.5500,03-05-2020
,Portugal,2020-01-01,8,0,0,39.3999,-8.2245,03-05-2020
,Qatar,2020-01-01,8,0,0,25.3548,51.1839,03-05-2020
,Azerbaijan,2020-01-01,6,0,0,40.1431,47.5769,03-05-2020
,Belarus,2020-01-01,6,0,0,53.7098,27.9534,03-05-2020
,Ireland,2020-01-01,6,0,0,53.1424,-7.6921,03-05-2020
,Romania,2020-01-01,6,0,1,46.0000,25.0000,03-05-2020
South Australia,Australia,2020-01-01,5,0,2,-34.9285,138.6007,03-05-2020
,Mexico,2020-01-01,5,0,1,23.0000,-102.0000,03-05-2020
,Pakistan,2020-01-01,5,0,0,30.3753,69.3451,03-05-2020
,Saudi Arabia,2020-01-01,5,0,0,24.0000,45.0000,03-05-2020
"Cook County, IL",United States,2020-01-01,5,0,2,41.7377,-87.6976,03-05-2020
,Brazil,2020-01-01,4,0,0,-14.2350,-51.9253,03-05-2020
,Chile,2020-01-01,4,0,0,-35.6751,-71.5430,03-05-2020
,Georgia,2020-01-01,4,0,0,42.3154,43.3569,03-05-2020
,Palestinian Territories,2020-01-01,4,0,0,31.9522,35.2332,03-05-2020
,Russia,2020-01-01,4,0,2,60.0000,90.0000,03-05-2020
,Senegal,2020-01-01,4,0,0,14.4974,-14.4524,03-05-2020
"New York City, NY",United States,2020-01-01,4,0,0,40.7128,-74.0060,03-05-2020
Western Australia,Australia,2020-01-01,3,1,0,-31.9505,115.8605,03-05-2020
,Egypt,2020-01-01,3,0,1,26.0000,30.0000,03-05-2020
,Estonia,2020-01-01,3,0,0,58.5953,25.0136,03-05-2020
,New Zealand,2020-01-01,3,0,0,-40.9006,174.8860,03-05-2020
,Philippines,2020-01-01,3,1,1,13.0000,122.0000,03-05-2020
,France,2020-01-01,3,0,0,17.9000,-62.8333,03-05-2020
"Orange County, CA",United States,2020-01-01,3,0,0,33.7879,-117.8531,03-05-2020
"San Diego County, CA",United States,2020-01-01,3,0,1,32.7157,-117.1611,03-05-2020
,Bosnia and Herzegovina,2020-01-01,2,0,0,43.9159,17.6791,03-05-2020
" Montreal, QC",Canada,2020-01-01,2,0,0,45.5017,-73.5673,03-05-2020
,Hungary,2020-01-01,2,0,0,47.1625,19.5033,03-05-2020
,Indonesia,2020-01-01,2,0,0,-0.7893,113.9213,03-05-2020
,Morocco,2020-01-01,2,0,0,31.7917,-7.0926,03-05-2020
,Slovenia,2020-01-01,2,0,0,46.1512,14.9955,03-05-2020
"Bergen County, NJ",United States,2020-01-01,2,0,0,40.9263,-74.0770,03-05-2020
"Fulton County, GA",United States,2020-01-01,2,0,0,33.8034,-84.3963,03-05-2020
"Grafton County, NH",United States,2020-01-01,2,0,0,43.9088,-71.8260,03-05-2020
"Harris County, TX",United States,2020-01-01,2,0,0,29.7752,-95.3103,03-05-2020
"Hillsborough, FL",United States,2020-01-01,2,0,0,27.9904,-82.3018,03-05-2020
"Placer County, CA",United States,2020-01-01,2,1,0,39.0916,-120.8039,03-05-2020
"Providence, RI",United States,2020-01-01,2,0,0,41.8240,-71.4128,03-05-2020
"Sacramento County, CA",United States,2020-01-01,2,0,0,38.4747,-121.3542,03-05-2020
"San Benito, CA",United States,2020-01-01,2,0,0,36.5761,-120.9876,03-05-2020
"San Francisco County, CA",United States,2020-01-01,2,0,0,37.7749,-122.4194,03-05-2020
"San Mateo, CA",United States,2020-01-01,2,0,0,37.5630,-122.3255,03-05-2020
"Washington County, OR",United States,2020-01-01,2,0,0,45.5470,-123.1386,03-05-2020
,Afghanistan,2020-01-01,1,0,0,33.0000,65.0000,03-05-2020
,Andorra,2020-01-01,1,0,0,42.5063,1.5218,03-05-2020
,Argentina,2020-01-01,1,0,0,-38.4161,-63.6167,03-05-2020
,Armenia,2020-01-01,1,0,0,40.0691,45.0382,03-05-2020
Northern Territory,Australia,2020-01-01,1,0,0,-12.4634,130.8456,03-05-2020
Tasmania,Australia,2020-01-01,1,0,0,-41.4545,145.9707,03-05-2020
,Cambodia,2020-01-01,1,0,1,11.5500,104.9167,03-05-2020
